기준년도,학교,학과,"입학정원
(A)","정원내
신입생 충원율(%)
(D/B) × 100","경쟁률
(C/B)",대학자체대계열
2012,전주대학교,간호학과,50,100,9.6,자연과학계열
2012,전주대학교,건축공학과,40,100,5.1,자연과학계열
2012,전주대학교,건축학과,40,100,4,자연과학계열
2012,전주대학교,게임학과,40,100,3.1,자연과학계열
2012,전주대학교,경배와찬양학과,30,100,2.6,자연과학계열
2012,전주대학교,경영학부,240,99.6,4.5,자연과학계열
2012,전주대학교,경제학과,30,100,5.1,자연과학계열
2012,전주대학교,공연엔터테인먼트학과,40,100,3.8,자연과학계열
2012,전주대학교,과학교육과,30,100,3.9,자연과학계열
2012,전주대학교,관광경영학과,50,98,4.2,자연과학계열
2012,전주대학교,국어교육과,30,100,4.4,자연과학계열
2012,전주대학교,금융보험부동산학부,100,100,3.2,자연과학계열
2012,전주대학교,기계자동차공학과,78,100,5.8,자연과학계열
2012,전주대학교,기독교학과,30,100,2.1,자연과학계열
2012,전주대학교,나노신소재공학과,40,102.5,6.3,자연과학계열
2012,전주대학교,대체건강관리학부,105,99,4.1,자연과학계열
2012,전주대학교,디자인학부,90,101.1,4.1,자연과학계열
2012,전주대학교,만화애니메이션학과,30,100,2.2,자연과학계열
2012,전주대학교,물리치료학과,40,100,7.9,자연과학계열
2012,전주대학교,방사선학과,40,102.7,6.2,자연과학계열
2012,전주대학교,법.경찰행정학부,150,100,3.7,자연과학계열
2012,전주대학교,보건관리학과,40,100,6.5,자연과학계열
2012,전주대학교,사회과학부,200,100,4.2,자연과학계열
2012,전주대학교,생산디자인공학과,40,102.6,4.6,자연과학계열
2012,전주대학교,생활체육학과,40,100,3.4,자연과학계열
2012,전주대학교,소방안전공학과,40,100,5.4,자연과학계열
2012,전주대학교,수학교육과,30,100,5.5,자연과학계열
2012,전주대학교,스마트미디어학부,70,98.6,3.3,자연과학계열
2012,전주대학교,영어교육과,30,100,4.4,자연과학계열
2012,전주대학교,영화영상학과,40,97.4,3.2,자연과학계열
2012,전주대학교,예술치료학과,30,100,5.5,자연과학계열
2012,전주대학교,외식산업학과,50,100,6.8,자연과학계열
2012,전주대학교,운동처방학과,40,100,2.5,자연과학계열
2012,전주대학교,음악학과,49,100,3,자연과학계열
2012,전주대학교,인문학부,220,100,2.9,자연과학계열
2012,전주대학교,작업치료학과,40,100,6.2,자연과학계열
2012,전주대학교,재활학과,30,100,5.6,자연과학계열
2012,전주대학교,전기전자정보통신공학부,80,100,5,자연과학계열
2012,전주대학교,중등특수교육과,30,100,3.7,자연과학계열
2012,전주대학교,축구학과,45,100,3.3,자연과학계열
2012,전주대학교,컴퓨터공학과,60,101.7,4.7,자연과학계열
2012,전주대학교,태권도학과,40,100,2.1,자연과학계열
2012,전주대학교,토목환경공학과,40,100,6.3,자연과학계열
2012,전주대학교,패션산업학과,40,100,4,자연과학계열
2012,전주대학교,한문교육과,30,103.3,3.7,자연과학계열
2012,전주대학교,한식조리학과,55,100,5.5,자연과학계열
2012,전주대학교,호텔경영학과,50,100,6.5,자연과학계열
2012,제주국제대학교,건축디자인학과,30,93.3,2.5,자연과학계열
2012,제주국제대학교,경영세무학과,30,86.7,3,자연과학계열
2012,제주국제대학교,경찰행정학과,30,96.7,6.1,자연과학계열
2012,제주국제대학교,골프학과,30,86.7,1.1,자연과학계열
2012,제주국제대학교,관광경영학과,30,76.7,2.7,자연과학계열
2012,제주국제대학교,디자인학과,30,46.7,1.4,자연과학계열
2012,제주국제대학교,레저스포츠학과,30,90,1.3,자연과학계열
2012,제주국제대학교,사회복지학과,30,73.3,2.9,자연과학계열
2012,제주국제대학교,소방방재학과,30,83.3,3.3,자연과학계열
2012,제주국제대학교,식품외식산업학과,30,26.7,1.6,자연과학계열
2012,제주국제대학교,아동심리언어치료학과,30,90,3.3,자연과학계열
2012,제주국제대학교,애완동물학과,30,60,1.4,자연과학계열
2012,제주국제대학교,유아교육과,40,72.5,3.4,자연과학계열
2012,제주국제대학교,일어일본학과,30,46.7,1.5,자연과학계열
2012,제주국제대학교,작업치료학과(주간),20,65,3.5,자연과학계열
2012,제주국제대학교,전기에너지공학과,25,64,1.8,자연과학계열
2012,제주국제대학교,중국언어문화학과,30,50,2.2,자연과학계열
2012,제주국제대학교,차세대교통차량공학과,25,68,1.9,자연과학계열
2012,제주국제대학교,컴퓨터응용공학과,30,63.3,2,자연과학계열
2012,제주국제대학교,토목공학과,30,93.3,1.8,자연과학계열
2012,제주국제대학교,항공서비스경영학과,30,90,3.9,자연과학계열
2012,제주국제대학교,호텔경영학과,30,76.7,2.9,자연과학계열
2012,제주대학교,간호학과,70,100,4.3,자연과학계열
2012,제주대학교,건축공학전공,24,100,3.5,자연과학계열
2012,제주대학교,건축학전공,24,100,4.5,자연과학계열
2012,제주대학교,경영정보학과,31,100,3.7,자연과학계열
2012,제주대학교,경영학과,57,100,3.6,자연과학계열
2012,제주대학교,경제학과,38,100,3.7,자연과학계열
2012,제주대학교,관・현악전공,15,100,1.3,자연과학계열
2012,제주대학교,관광개발학과,37,100,4.6,자연과학계열
2012,제주대학교,관광경영학과,66,100,4.2,자연과학계열
2012,제주대학교,국어교육과,20,100,3.5,자연과학계열
2012,제주대학교,국어국문학과,36,100,3.5,자연과학계열
2012,제주대학교,기계공학전공,30,100,3.3,자연과학계열
2012,제주대학교,독일학과,34,100,4.6,자연과학계열
2012,제주대학교,멀티미디어디자인전공,27,100,2.1,자연과학계열
2012,제주대학교,메카트로닉스공학전공,30,100,3.6,자연과학계열
2012,제주대학교,무역학과,38,100,3.9,자연과학계열
2012,제주대학교,문화조형디자인전공,27,100,2,자연과학계열
2012,제주대학교,물리교육전공,13,100,2.6,자연과학계열
2012,제주대학교,물리학과,22,100,6.2,자연과학계열
2012,제주대학교,사학과,36,100,4.4,자연과학계열
2012,제주대학교,사회학과,36,100,4.8,자연과학계열
2012,제주대학교,산업응용경제학과,25,100,4.9,자연과학계열
2012,제주대학교,생명공학부,67,100,3.1,자연과학계열
2012,제주대학교,생명화학공학과,25,100,3,자연과학계열
2012,제주대학교,생물교육전공,13,100,3.8,자연과학계열
2012,제주대학교,생물산업학부,50,100,3.9,자연과학계열
2012,제주대학교,생물학과,32,100,3.3,자연과학계열
2012,제주대학교,생활환경복지학부,36,100,5.3,자연과학계열
2012,제주대학교,서양화전공,15,100,1.9,자연과학계열
2012,제주대학교,성악전공,7,100,2,자연과학계열
2012,제주대학교,수의예과,40,100,12.5,자연과학계열
2012,제주대학교,수학과,36,100,2.5,자연과학계열
2012,제주대학교,수학교육과,20,100,3.8,자연과학계열
2012,제주대학교,식품생명공학과,28,96.4,4.9,자연과학계열
2012,제주대학교,식품영양학과,35,100,4.9,자연과학계열
2012,제주대학교,언론홍보학과,42,100,3.5,자연과학계열
2012,제주대학교,에너지공학과,30,100,2.9,자연과학계열
2012,제주대학교,영어교육과,20,100,3.6,자연과학계열
2012,제주대학교,영어영문학과,37,100,4,자연과학계열
2012,제주대학교,윤리교육과,15,100,3,자연과학계열
2012,제주대학교,의류학과,35,100,4.3,자연과학계열
2012,제주대학교,일반사회교육전공,13,100,3.1,자연과학계열
2012,제주대학교,일어일문학과,37,100,4,자연과학계열
2012,제주대학교,작곡전공,4,100,2.3,자연과학계열
2012,제주대학교,전기공학과,35,100,3.7,자연과학계열
2012,제주대학교,전산통계학과,37,100,2.9,자연과학계열
2012,제주대학교,전자공학과,35,97.1,3.9,자연과학계열
2012,제주대학교,정치외교학과,42,100,3.1,자연과학계열
2012,제주대학교,조소전공,10,100,2.5,자연과학계열
2012,제주대학교,중어중문학과,36,100,4.8,자연과학계열
2012,제주대학교,지구해양과학과,30,100,3.8,자연과학계열
2012,제주대학교,지리교육전공,13,100,3.8,자연과학계열
2012,제주대학교,철학과,27,100,4,자연과학계열
2012,제주대학교,체육학부,51,100,3,자연과학계열
2012,제주대학교,초등교육과,115,100,7.6,자연과학계열
2012,제주대학교,컴퓨터공학과,38,100,3.2,자연과학계열
2012,제주대학교,컴퓨터교육과,20,100,2.7,자연과학계열
2012,제주대학교,토목공학과,40,100,3.6,자연과학계열
2012,제주대학교,통신공학과,38,100,2.7,자연과학계열
2012,제주대학교,피아노전공,10,100,2.2,자연과학계열
2012,제주대학교,한국화전공,10,100,1.4,자연과학계열
2012,제주대학교,해양산업경찰학과,35,100,4.1,자연과학계열
2012,제주대학교,해양시스템공학과,30,100,5.6,자연과학계열
2012,제주대학교,해양의생명과학부,70,100,4,자연과학계열
2012,제주대학교,행정학과,64,100,3.2,자연과학계열
2012,제주대학교,화학과,32,96.9,2.8,자연과학계열
2012,제주대학교,환경공학과,35,100,5.3,자연과학계열
2012,제주대학교,회계학과,63,100,3.2,자연과학계열
2012,조선대학교,가정교육과,20,100,2.8,자연과학계열
2012,조선대학교,간호학과,80,100,6.7,자연과학계열
2012,조선대학교,건축학부 건축학전공(5년제),35,100,4.2,자연과학계열
2012,조선대학교,건축학부(건축공학),60,100,4.7,자연과학계열
2012,조선대학교,경영학부,300,99.7,3.1,자연과학계열
2012,조선대학교,경제학과,150,100,3.8,자연과학계열
2012,조선대학교,경찰행정학과,40,100,6.6,자연과학계열
2012,조선대학교,광기술공학과,50,100,4.2,자연과학계열
2012,조선대학교,교육학과,20,100,4.1,자연과학계열
2012,조선대학교,국어교육과,40,100,3.2,자연과학계열
2012,조선대학교,국어국문학과,60,100,4.4,자연과학계열
2012,조선대학교,군사학부,50,100,6,자연과학계열
2012,조선대학교,글로벌법학과,40,97.5,3.5,자연과학계열
2012,조선대학교,금속재료공학과,65,98.5,5.7,자연과학계열
2012,조선대학교,기계공학과,150,100,3.6,자연과학계열
2012,조선대학교,기계설계공학과,50,100,4.1,자연과학계열
2012,조선대학교,기초의과학부,40,97.6,3.4,자연과학계열
2012,조선대학교,독어교육과,20,100,3.3,자연과학계열
2012,조선대학교,독일어과,30,100,5.9,자연과학계열
2012,조선대학교,디자인공학과,35,100,2.1,자연과학계열
2012,조선대학교,디자인학부(가구・도자디자인),35,100,3.7,자연과학계열
2012,조선대학교,디자인학부(섬유・패션디자인),35,100,3.9,자연과학계열
2012,조선대학교,디자인학부(시각.패키지디자인),30,100,4.6,자연과학계열
2012,조선대학교,디자인학부(실내디자인),20,100,4.5,자연과학계열
2012,조선대학교,러시아어과,40,100,4.5,자연과학계열
2012,조선대학교,만화・애니메이션학부,40,100,5.4,자연과학계열
2012,조선대학교,메카트로닉스공학과,55,100,4.5,자연과학계열
2012,조선대학교,무역학과,150,99.3,4,자연과학계열
2012,조선대학교,무용과,30,100,1.6,자연과학계열
2012,조선대학교,문예창작학과,40,100,4.6,자연과학계열
2012,조선대학교,물리교육과,20,100,2.8,자연과학계열
2012,조선대학교,물리학과,50,100,4.3,자연과학계열
2012,조선대학교,"미술학부(서양화,조소,판화미디어)",55,100,3.1,자연과학계열
2012,조선대학교,미술학부(시각문화큐레이터전공),15,100,5.1,자연과학계열
2012,조선대학교,미술학부(한국화),15,100,2.5,자연과학계열
2012,조선대학교,법학과,160,99.4,2.6,자연과학계열
2012,조선대학교,사학과,55,100,5.4,자연과학계열
2012,조선대학교,산업공학과,50,96,4.2,자연과학계열
2012,조선대학교,상담심리학부,32,100,6.8,자연과학계열
2012,조선대학교,생명공학과,40,100,5.3,자연과학계열
2012,조선대학교,생명화학공학과,60,100,4.3,자연과학계열
2012,조선대학교,생물교육과,20,100,3.1,자연과학계열
2012,조선대학교,생물학과,40,100,4,자연과학계열
2012,조선대학교,선박해양공학과,60,100,3.5,자연과학계열
2012,조선대학교,수학과,50,98,3.8,자연과학계열
2012,조선대학교,수학교육과,30,100,4.2,자연과학계열
2012,조선대학교,스페인어과,40,100,4.7,자연과학계열
2012,조선대학교,식품영양학과,40,100,5.7,자연과학계열
2012,조선대학교,신문방송학과,50,98,4,자연과학계열
2012,조선대학교,신소재공학과,50,100,4.8,자연과학계열
2012,조선대학교,아랍어과,40,100,3.7,자연과학계열
2012,조선대학교,약학과(2+4학제),75,100,8,자연과학계열
2012,조선대학교,언어치료학부,30,100,6.2,자연과학계열
2012,조선대학교,에너지자원공학과,50,100,4.1,자연과학계열
2012,조선대학교,영어과,60,100,4.7,자연과학계열
2012,조선대학교,영어교육과,40,100,3.7,자연과학계열
2012,조선대학교,영어영문학과,90,100,4.8,자연과학계열
2012,조선대학교,원자력공학과,55,100,4.4,자연과학계열
2012,조선대학교,음악교육과,30,100,2.6,자연과학계열
2012,조선대학교,응용화학소재공학과,50,98,5,자연과학계열
2012,조선대학교,일본어과,55,100,3.5,자연과학계열
2012,조선대학교,자유전공학부,45,100,3.4,자연과학계열
2012,조선대학교,전기공학과,80,98.8,4.6,자연과학계열
2012,조선대학교,전자공학과,100,99,3.7,자연과학계열
2012,조선대학교,정보통신공학과,80,100,4.3,자연과학계열
2012,조선대학교,정치외교학부,80,100,4.4,자연과학계열
2012,조선대학교,제어계측로봇공학과,80,100,4.2,자연과학계열
2012,조선대학교,중국어문화학과,80,100,3.9,자연과학계열
2012,조선대학교,지구과학교육과,20,100,3.5,자연과학계열
2012,조선대학교,철학과,40,97.5,4.4,자연과학계열
2012,조선대학교,체육학부,170,100,2.5,자연과학계열
2012,조선대학교,컴퓨터공학부,150,100,3.4,자연과학계열
2012,조선대학교,컴퓨터통계학과,50,100,4.1,자연과학계열
2012,조선대학교,태권도학과,50,100,1.4,자연과학계열
2012,조선대학교,토목공학과,80,100,3.5,자연과학계열
2012,조선대학교,특수교육과,30,100,4,자연과학계열
2012,조선대학교,프랑스어과,40,100,4.3,자연과학계열
2012,조선대학교,한문학과,30,100,4.2,자연과학계열
2012,조선대학교,항공우주공학과,48,100,3.4,자연과학계열
2012,조선대학교,해양생명과학과,40,100,3.7,자연과학계열
2012,조선대학교,행정ㆍ복지학부,100,100,4.1,자연과학계열
2012,조선대학교,화학과,50,100,3.4,자연과학계열
2012,조선대학교,화학교육과,20,95,3.1,자연과학계열
2012,조선대학교,환경공학과,60,100,4.2,자연과학계열
2012,중부대학교,간호학과,65,100,11.7,자연과학계열
2012,중부대학교,건축공학과,35,100,8.3,자연과학계열
2012,중부대학교,건축디자인학과,40,105,6.7,자연과학계열
2012,중부대학교,게임학과,30,100,5.9,자연과학계열
2012,중부대학교,경영학과,50,100,7.6,자연과학계열
2012,중부대학교,경찰경호학과,70,100,5.5,자연과학계열
2012,중부대학교,경찰법학과,50,100,6.4,자연과학계열
2012,중부대학교,경찰행정학과,100,100,8.4,자연과학계열
2012,중부대학교,골프지도학과,30,100,2.7,자연과학계열
2012,중부대학교,관광경영학과,45,100,7.4,자연과학계열
2012,중부대학교,광고홍보학과,40,100,6.8,자연과학계열
2012,중부대학교,노인복지학과,40,100,5.2,자연과학계열
2012,중부대학교,도시행정학과,30,100,7,자연과학계열
2012,중부대학교,만화・애니메이션학과,30,100,3.3,자연과학계열
2012,중부대학교,문헌정보학과,30,100,4.8,자연과학계열
2012,중부대학교,물류유통관리학과,30,100,5.9,자연과학계열
2012,중부대학교,물리치료학과,25,100,11.5,자연과학계열
2012,중부대학교,뮤지컬.음악학과,30,100,3.2,자연과학계열
2012,중부대학교,미용분장학과,40,100,4.2,자연과학계열
2012,중부대학교,방송영상학과,40,100,4.8,자연과학계열
2012,중부대학교,보건행정학과,45,100,7.6,자연과학계열
2012,중부대학교,사진영상학과,30,100,4.6,자연과학계열
2012,중부대학교,사회복지학과,55,100,7.7,자연과학계열
2012,중부대학교,사회체육학과,40,100,5.4,자연과학계열
2012,중부대학교,산업디자인학과,30,100,4.9,자연과학계열
2012,중부대학교,식품생명과학과,40,100,5,자연과학계열
2012,중부대학교,식품영양학과,40,100,6.6,자연과학계열
2012,중부대학교,신문방송학과,35,100,6.1,자연과학계열
2012,중부대학교,실용음악학과,45,100,12.5,자연과학계열
2012,중부대학교,애완동물자원학과,40,100,5.2,자연과학계열
2012,중부대학교,엔터테인먼트학과,40,100,6.5,자연과학계열
2012,중부대학교,연극영화학과,40,100,6.2,자연과학계열
2012,중부대학교,영어과,30,100,7.1,자연과학계열
2012,중부대학교,유아교육과,40,100,8.2,자연과학계열
2012,중부대학교,유아특수교육과,20,100,5.1,자연과학계열
2012,중부대학교,인쇄미디어학과,45,100,4.5,자연과학계열
2012,중부대학교,인테리어학과,30,100,4.6,자연과학계열
2012,중부대학교,자동차관리학과,40,100,7.3,자연과학계열
2012,중부대학교,전기전자공학과,40,100,8.6,자연과학계열
2012,중부대학교,정보보호학과,40,100,7.4,자연과학계열
2012,중부대학교,정보통신학과,40,102.4,9.4,자연과학계열
2012,중부대학교,중국통상학과,30,100,7.1,자연과학계열
2012,중부대학교,중국학과,30,100,6.2,자연과학계열
2012,중부대학교,중등특수교육과,20,100,5.7,자연과학계열
2012,중부대학교,초등특수교육과,20,100,4.5,자연과학계열
2012,중부대학교,컴퓨터학과,30,100,6.7,자연과학계열
2012,중부대학교,토목공학과,35,100,7.5,자연과학계열
2012,중부대학교,특수체육교육과,20,100,6.3,자연과학계열
2012,중부대학교,패션디자인학과,30,100,6.9,자연과학계열
2012,중부대학교,한국어학과,30,100,5.5,자연과학계열
2012,중부대학교,한방건강관리학과,40,102.4,5.8,자연과학계열
2012,중부대학교,한방제약과학과,45,100,5,자연과학계열
2012,중부대학교,항공서비스학과,45,100,7.4,자연과학계열
2012,중부대학교,호텔경영학과,50,100,7.6,자연과학계열
2012,중부대학교,호텔외식산업학과,54,100,5.6,자연과학계열
2012,중부대학교,화장품과학과,45,100,5,자연과학계열
2012,중부대학교,환경조경학과,40,102.4,4.9,자연과학계열
2012,중앙대학교,간호학과,300,99,16.1,자연과학계열
2012,중앙대학교,건축학부(건축공학전공),40,100,19.3,자연과학계열
2012,중앙대학교,건축학부(건축학전공),40,100,24.9,자연과학계열
2012,중앙대학교,경영학부,355,100,31.5,자연과학계열
2012,중앙대학교,경제학부,100,100,29.9,자연과학계열
2012,중앙대학교,공공・인재학부,100,100,24.3,자연과학계열
2012,중앙대학교,공연영상창작학부(공간연출전공),18,100,33.1,자연과학계열
2012,중앙대학교,공연영상창작학부(연극전공),42,100,83,자연과학계열
2012,중앙대학교,공연영상창작학부(영화전공),30,100,13.1,자연과학계열
2012,중앙대학교,광고홍보학과,40,100,47.7,자연과학계열
2012,중앙대학교,교육학과,30,100,29.9,자연과학계열
2012,중앙대학교,국어국문학과,40,100,37,자연과학계열
2012,중앙대학교,기계공학부,135,100,28.9,자연과학계열
2012,중앙대학교,문헌정보학과,30,100,34.3,자연과학계열
2012,중앙대학교,물리학과,35,100,20.5,자연과학계열
2012,중앙대학교,사회기반시스템공학부,100,100,21.6,자연과학계열
2012,중앙대학교,사회복지학부,80,100,34.3,자연과학계열
2012,중앙대학교,사회학과,45,100,48.5,자연과학계열
2012,중앙대학교,생명과학부,50,100,50.7,자연과학계열
2012,중앙대학교,수학과,35,100,40.9,자연과학계열
2012,중앙대학교,신문방송학부,60,100,54.5,자연과학계열
2012,중앙대학교,심리학과,40,100,62.2,자연과학계열
2012,중앙대학교,아시아문화학부,85,100,25.6,자연과학계열
2012,중앙대학교,약학부,120,99.2,2.7,자연과학계열
2012,중앙대학교,역사학과,30,100,35.1,자연과학계열
2012,중앙대학교,영어교육과,50,98,18.3,자연과학계열
2012,중앙대학교,영어영문학과,100,98,28.1,자연과학계열
2012,중앙대학교,유럽문화학부,85,100,30.8,자연과학계열
2012,중앙대학교,유아교육과,30,100,24.6,자연과학계열
2012,중앙대학교,융합공학부,70,100,28.5,자연과학계열
2012,중앙대학교,응용통계학과,30,100,42.5,자연과학계열
2012,중앙대학교,의학부(의예),43,100,117,자연과학계열
2012,중앙대학교,전자전기공학부,200,100,27,자연과학계열
2012,중앙대학교,정치국제학과,40,97.5,49,자연과학계열
2012,중앙대학교,지식경영학부,3,100,1,자연과학계열
2012,중앙대학교,철학과,30,96.7,33.3,자연과학계열
2012,중앙대학교,체육교육과,30,100,8.8,자연과학계열
2012,중앙대학교,컴퓨터공학부,90,100,25,자연과학계열
2012,중앙대학교,화학과,35,100,40.6,자연과학계열
2012,중앙대학교,화학신소재공학부,70,100,41.9,자연과학계열
2012,중앙대학교,공연영상창작학부(무용전공),50,100,6.9,자연과학계열
2012,중앙대학교,공연영상창작학부(문예창작전공),60,100,11,자연과학계열
2012,중앙대학교,공연영상창작학부(사진전공),80,100,5.3,자연과학계열
2012,중앙대학교,국제물류학과,200,99,13.8,자연과학계열
2012,중앙대학교,도시계획부동산학과,162,100,16.2,자연과학계열
2012,중앙대학교,디자인학부(공예전공),40,100,9.6,자연과학계열
2012,중앙대학교,디자인학부(산업디자인전공),50,100,4.5,자연과학계열
2012,중앙대학교,디자인학부(시각디자인전공),50,100,4.9,자연과학계열
2012,중앙대학교,디자인학부(실내환경디자인전공),40,97.6,16,자연과학계열
2012,중앙대학교,디자인학부(패션디자인전공),50,100,16.5,자연과학계열
2012,중앙대학교,미술학부(서양화전공),40,100,14.9,자연과학계열
2012,중앙대학교,미술학부(조소전공),40,100,7.3,자연과학계열
2012,중앙대학교,미술학부(한국화전공),40,100,9.1,자연과학계열
2012,중앙대학교,생명자원공학부,185,99.5,14.5,자연과학계열
2012,중앙대학교,스포츠과학부,178,100,6.5,자연과학계열
2012,중앙대학교,식품공학부,185,99.5,14.3,자연과학계열
2012,중앙대학교,음악학부(관현악전공),47,100,5.5,자연과학계열
2012,중앙대학교,음악학부(성악전공),40,100,9.5,자연과학계열
2012,중앙대학교,음악학부(작곡전공),30,100,5.8,자연과학계열
2012,중앙대학교,음악학부(피아노전공),40,100,8.4,자연과학계열
2012,중앙대학교,전통예술학부(연희예술전공),51,100,7.8,자연과학계열
2012,중앙대학교,전통예술학부(음악예술전공),57,100,6.7,자연과학계열
2012,중앙승가대학교,불교학과,30,73.3,0.9,자연과학계열
2012,중앙승가대학교,사회복지학과,30,43.3,0.6,자연과학계열
2012,중앙승가대학교,역경학과,30,36.7,0.5,자연과학계열
2012,중앙승가대학교,포교사회학과,30,56.7,0.6,자연과학계열
2012,중원대학교,간호학전공,25,100,29.4,자연과학계열
2012,중원대학교,경찰행정학과,50,96,7.3,자연과학계열
2012,중원대학교,골프과학전공,30,50,1.7,자연과학계열
2012,중원대학교,기업경영학과,50,88,4.8,자연과학계열
2012,중원대학교,러시아통상학과,20,55,2.6,자연과학계열
2012,중원대학교,레저스포츠학전공,50,90.2,3.5,자연과학계열
2012,중원대학교,메카트로닉스학과,40,100,3.8,자연과학계열
2012,중원대학교,방송연예학과,40,70,2.7,자연과학계열
2012,중원대학교,법학과,40,70,3,자연과학계열
2012,중원대학교,사회복지학과,50,96.2,7.3,자연과학계열
2012,중원대학교,산업디자인학과,40,70.7,4.4,자연과학계열
2012,중원대학교,스포츠건강의학전공,30,90.3,4.3,자연과학계열
2012,중원대학교,에너지자원공학부,120,83.5,3.6,자연과학계열
2012,중원대학교,영미통상학과,40,95.1,4.3,자연과학계열
2012,중원대학교,융합과학부,110,74.5,2.6,자연과학계열
2012,중원대학교,의료공학과,40,97.6,5,자연과학계열
2012,중원대학교,의료정보행정학전공,45,93.5,5.8,자연과학계열
2012,중원대학교,인문학부,60,51.7,2.6,자연과학계열
2012,중원대학교,일본통상학과,40,70,3.1,자연과학계열
2012,중원대학교,작업치료학전공,20,95.2,11.2,자연과학계열
2012,중원대학교,중국통상학과,40,85,3.5,자연과학계열
2012,중원대학교,컴퓨터시스템공학과,40,97.5,5.4,자연과학계열
2012,중원대학교,한방산업학부,80,72.8,4.2,자연과학계열
2012,진주교육대학교,과학교육과(심화전공),25,100,9.3,자연과학계열
2012,진주교육대학교,교육학과(심화전공),28,100,8.7,자연과학계열
2012,진주교육대학교,국어교육과(심화전공),27,100,9,자연과학계열
2012,진주교육대학교,도덕과교육과(심화과정),27,100,9,자연과학계열
2012,진주교육대학교,미술교육과(심화전공),27,100,8.9,자연과학계열
2012,진주교육대학교,사회과교육과(심화과정),28,100,8.6,자연과학계열
2012,진주교육대학교,수학교육과(심화전공),26,100,9.3,자연과학계열
2012,진주교육대학교,실과교육과(심화전공),26,100,9.3,자연과학계열
2012,진주교육대학교,영어교육과(심화전공),28,100,8.5,자연과학계열
2012,진주교육대학교,음악교육과(심화전공),27,100,8.9,자연과학계열
2012,진주교육대학교,체육교육과(심화전공),26,100,9.2,자연과학계열
2012,진주교육대학교,컴퓨터교육과(심화전공),24,100,9.9,자연과학계열
2012,차의과학대학교,간호학과,70,100,10.3,자연과학계열
2012,차의과학대학교,바이오산업응용학과,40,100,3.8,자연과학계열
2012,차의과학대학교,보건복지정보학과,50,100,5.5,자연과학계열
2012,차의과학대학교,식품생명공학과,40,100,4.2,자연과학계열
2012,차의과학대학교,약학과,30,100,19.9,자연과학계열
2012,차의과학대학교,의생명과학과,40,97.5,5.2,자연과학계열
2012,차의과학대학교,헬스산업학과,50,96,4.9,자연과학계열
2012,청운대학교,간호학과,45,100,18.8,자연과학계열
2012,청운대학교,건축공학과,50,100,11.7,자연과학계열
2012,청운대학교,건축설비소방학과,40,100,7.7,자연과학계열
2012,청운대학교,경영학과,100,100,8.9,자연과학계열
2012,청운대학교,공간디자인학과,50,100,8.3,자연과학계열
2012,청운대학교,공연기획경영학과,50,100,7.8,자연과학계열
2012,청운대학교,관광레저경영학과,60,100,8.4,자연과학계열
2012,청운대학교,광고홍보학과,60,100,10.1,자연과학계열
2012,청운대학교,국제통상학과,50,100,9.1,자연과학계열
2012,청운대학교,멀티미디어학과,50,100,8.4,자연과학계열
2012,청운대학교,방송연기학과,50,100,22.6,자연과학계열
2012,청운대학교,방송영상학과,100,100,7.3,자연과학계열
2012,청운대학교,베트남학과,40,100,7.9,자연과학계열
2012,청운대학교,식품영양학과,50,100,13.6,자연과학계열
2012,청운대학교,실용음악과,50,104,11,자연과학계열
2012,청운대학교,영어과,40,100,8.4,자연과학계열
2012,청운대학교,영화학과,40,100,6.5,자연과학계열
2012,청운대학교,인터넷학과,40,100,10.3,자연과학계열
2012,청운대학교,전자공학과,50,100,17.8,자연과학계열
2012,청운대학교,중국학과,50,100,8.4,자연과학계열
2012,청운대학교,철도행정토목학과,40,100,10.1,자연과학계열
2012,청운대학교,컴퓨터학과,50,100,15.4,자연과학계열
2012,청운대학교,패션디자인섬유공학과,50,100,8,자연과학계열
2012,청운대학교,호텔경영컨벤션학과,80,100,10.7,자연과학계열
2012,청운대학교,호텔조리식당경영학과,105,100,9.8,자연과학계열
2012,청운대학교,화장품과학과,40,100,12.5,자연과학계열
2012,청주교육대학교,초등교육학과,286,100,7.6,자연과학계열
2012,청주대학교,간호학과,100,100,8.7,자연과학계열
2012,청주대학교,건축공학과,50,100,6.7,자연과학계열
2012,청주대학교,건축학과(5),39,100,7.7,자연과학계열
2012,청주대학교,경영학과,180,100,5.8,자연과학계열
2012,청주대학교,경제학과,60,100,5.4,자연과학계열
2012,청주대학교,공예디자인학과,60,100,6,자연과학계열
2012,청주대학교,관광경영학과,90,100,7,자연과학계열
2012,청주대학교,광고홍보학과,80,100,6.3,자연과학계열
2012,청주대학교,국어국문학과,40,100,5.3,자연과학계열
2012,청주대학교,군사학과,50,100,6.8,자연과학계열
2012,청주대학교,도시계획학과,40,100,6.7,자연과학계열
2012,청주대학교,레이저광정보공학과,70,100,6.7,자연과학계열
2012,청주대학교,만화애니메이션학과,40,100,7.2,자연과학계열
2012,청주대학교,무역학과,60,100,6,자연과학계열
2012,청주대학교,문헌정보학과,50,100,6.8,자연과학계열
2012,청주대학교,문화콘텐츠학과,40,100,6.8,자연과학계열
2012,청주대학교,물리치료학과,20,100,9.8,자연과학계열
2012,청주대학교,반도체설계공학과,80,100,6.6,자연과학계열
2012,청주대학교,방사선학과,30,100,8.9,자연과학계열
2012,청주대학교,법학과/사회과학대학,90,100,5.3,자연과학계열
